task_id,source_split,bench,original_task_id,dimension,model,source_model,resolved,apply_ok,graded,in_tok,out_tok,calls,cost_usd,source_status,cost_source
old112::astropy__astropy-14598,old112,old112,astropy__astropy-14598,bug_fixing,glm-5,glm-5,0,1,1,873361,30894,39,0.7913708,,token_log_pricing
old112::astropy__astropy-14598,old112,old112,astropy__astropy-14598,bug_fixing,kimi-k2.5,kimi-k2.5,0,0,0,0,0,0,0.0,,token_log_pricing
old112::astropy__astropy-14598,old112,old112,astropy__astropy-14598,bug_fixing,MiniMax-M2.7,MiniMax-M2.7,0,0,0,0,0,0,0.0,,token_log_pricing
old112::astropy__astropy-14598,old112,old112,astropy__astropy-14598,bug_fixing,Qwen3-Max,Qwen3-Max,0,0,0,1402610,17241,60,0.50067998,,token_log_pricing
old112::astropy__astropy-14598,old112,old112,astropy__astropy-14598,bug_fixing,qwen3.5-plus,qwen3.5-plus,0,0,0,0,0,0,0.0,,token_log_pricing
old112::astropy__astropy-14995,old112,old112,astropy__astropy-14995,bug_fixing,claude-opus-4-6,claude-opus-4-6,1,1,1,66440,2185,13,0.386825,,token_log_pricing
old112::astropy__astropy-14995,old112,old112,astropy__astropy-14995,bug_fixing,claude-sonnet-4-6,claude-sonnet-4-6,1,1,1,66223,2429,14,0.235104,,token_log_pricing
old112::astropy__astropy-14995,old112,old112,astropy__astropy-14995,bug_fixing,gpt-5.4,gpt-5.4,1,1,1,23083,814,6,0.0699175,,token_log_pricing
old112::astropy__astropy-14995,old112,old112,astropy__astropy-14995,bug_fixing,glm-5,glm-5,0,0,0,0,0,0,0.0,,token_log_pricing
old112::astropy__astropy-14995,old112,old112,astropy__astropy-14995,bug_fixing,kimi-k2.5,kimi-k2.5,0,0,0,0,0,0,0.0,,token_log_pricing
old112::astropy__astropy-14995,old112,old112,astropy__astropy-14995,bug_fixing,MiniMax-M2.7,MiniMax-M2.7,0,0,0,0,0,0,0.0,,token_log_pricing
old112::astropy__astropy-14995,old112,old112,astropy__astropy-14995,bug_fixing,Qwen3-Max,Qwen3-Max,1,1,1,150214,2679,15,0.05476978,,token_log_pricing
old112::astropy__astropy-14995,old112,old112,astropy__astropy-14995,bug_fixing,qwen3.5-plus,qwen3.5-plus,0,0,0,0,0,0,0.0,,token_log_pricing
old112::astropy__astropy-7166,old112,old112,astropy__astropy-7166,bug_fixing,claude-opus-4-6,claude-opus-4-6,1,1,1,52306,1620,13,0.30203,,token_log_pricing
old112::astropy__astropy-7166,old112,old112,astropy__astropy-7166,bug_fixing,claude-sonnet-4-6,claude-sonnet-4-6,1,1,1,66040,2263,14,0.232065,,token_log_pricing
old112::astropy__astropy-7166,old112,old112,astropy__astropy-7166,bug_fixing,gpt-5.4,gpt-5.4,1,1,1,30980,1771,7,0.104015,,token_log_pricing
old112::astropy__astropy-7166,old112,old112,astropy__astropy-7166,bug_fixing,glm-5,glm-5,0,0,0,0,0,0,0.0,,token_log_pricing
old112::astropy__astropy-7166,old112,old112,astropy__astropy-7166,bug_fixing,kimi-k2.5,kimi-k2.5,0,0,0,0,0,0,0.0,,token_log_pricing
old112::astropy__astropy-7166,old112,old112,astropy__astropy-7166,bug_fixing,MiniMax-M2.7,MiniMax-M2.7,1,1,1,173931,4424,23,0.187203,,token_log_pricing
old112::astropy__astropy-7166,old112,old112,astropy__astropy-7166,bug_fixing,Qwen3-Max,Qwen3-Max,1,1,1,57302,1603,16,0.02169482,,token_log_pricing
old112::astropy__astropy-7166,old112,old112,astropy__astropy-7166,bug_fixing,qwen3.5-plus,qwen3.5-plus,0,0,0,0,0,0,0.0,,token_log_pricing
old112::astropy__astropy-7336,old112,old112,astropy__astropy-7336,bug_fixing,claude-opus-4-6,claude-opus-4-6,1,1,1,16677,557,7,0.09731,,token_log_pricing
old112::astropy__astropy-7336,old112,old112,astropy__astropy-7336,bug_fixing,claude-sonnet-4-6,claude-sonnet-4-6,1,1,1,12388,604,6,0.046224,,token_log_pricing
old112::astropy__astropy-7336,old112,old112,astropy__astropy-7336,bug_fixing,gpt-5.4,gpt-5.4,1,1,1,19830,626,5,0.058965,,token_log_pricing
old112::astropy__astropy-7336,old112,old112,astropy__astropy-7336,bug_fixing,glm-5,glm-5,1,1,1,73379,1821,14,0.0641662,,token_log_pricing
old112::astropy__astropy-7336,old112,old112,astropy__astropy-7336,bug_fixing,kimi-k2.5,kimi-k2.5,0,0,0,0,0,0,0.0,,token_log_pricing
old112::astropy__astropy-7336,old112,old112,astropy__astropy-7336,bug_fixing,MiniMax-M2.7,MiniMax-M2.7,0,0,0,0,0,0,0.0,,token_log_pricing
old112::astropy__astropy-7336,old112,old112,astropy__astropy-7336,bug_fixing,Qwen3-Max,Qwen3-Max,1,1,1,49473,1097,12,0.01833468,,token_log_pricing
old112::astropy__astropy-7336,old112,old112,astropy__astropy-7336,bug_fixing,qwen3.5-plus,qwen3.5-plus,0,0,0,0,0,0,0.0,,token_log_pricing
old112::astropy__astropy-7671,old112,old112,astropy__astropy-7671,bug_fixing,claude-opus-4-6,claude-opus-4-6,1,1,1,17181,394,4,0.095755,,token_log_pricing
old112::astropy__astropy-7671,old112,old112,astropy__astropy-7671,bug_fixing,claude-sonnet-4-6,claude-sonnet-4-6,1,1,1,17684,614,4,0.062262,,token_log_pricing
old112::astropy__astropy-7671,old112,old112,astropy__astropy-7671,bug_fixing,gpt-5.4,gpt-5.4,1,1,1,22768,639,5,0.066505,,token_log_pricing
old112::astropy__astropy-7671,old112,old112,astropy__astropy-7671,bug_fixing,glm-5,glm-5,1,1,1,159437,3324,20,0.1375216,,token_log_pricing
old112::astropy__astropy-7671,old112,old112,astropy__astropy-7671,bug_fixing,kimi-k2.5,kimi-k2.5,0,0,0,0,0,0,0.0,,token_log_pricing
old112::astropy__astropy-7671,old112,old112,astropy__astropy-7671,bug_fixing,MiniMax-M2.7,MiniMax-M2.7,0,0,0,0,0,0,0.0,,token_log_pricing
old112::astropy__astropy-7671,old112,old112,astropy__astropy-7671,bug_fixing,Qwen3-Max,Qwen3-Max,1,1,1,35595,1412,11,0.01405086,,token_log_pricing
old112::astropy__astropy-7671,old112,old112,astropy__astropy-7671,bug_fixing,qwen3.5-plus,qwen3.5-plus,0,0,0,0,0,0,0.0,,token_log_pricing
old112::astropy__astropy-8872,old112,old112,astropy__astropy-8872,bug_fixing,claude-opus-4-6,claude-opus-4-6,0,1,1,152295,2728,22,0.829675,,token_log_pricing
old112::astropy__astropy-8872,old112,old112,astropy__astropy-8872,bug_fixing,claude-sonnet-4-6,claude-sonnet-4-6,0,1,1,109550,3085,17,0.374925,,token_log_pricing
old112::astropy__astropy-8872,old112,old112,astropy__astropy-8872,bug_fixing,gpt-5.4,gpt-5.4,0,1,1,126837,1312,9,0.3367725,,token_log_pricing
old112::astropy__astropy-8872,old112,old112,astropy__astropy-8872,bug_fixing,glm-5,glm-5,0,0,0,0,0,0,0.0,,token_log_pricing
old112::astropy__astropy-8872,old112,old112,astropy__astropy-8872,bug_fixing,kimi-k2.5,kimi-k2.5,0,0,0,0,0,0,0.0,,token_log_pricing
old112::astropy__astropy-8872,old112,old112,astropy__astropy-8872,bug_fixing,MiniMax-M2.7,MiniMax-M2.7,0,0,0,0,0,0,0.0,,token_log_pricing
old112::astropy__astropy-8872,old112,old112,astropy__astropy-8872,bug_fixing,Qwen3-Max,Qwen3-Max,0,1,1,97755,2202,19,0.03627546,,token_log_pricing
old112::astropy__astropy-8872,old112,old112,astropy__astropy-8872,bug_fixing,qwen3.5-plus,qwen3.5-plus,0,0,0,1001444,19598,60,0.12309352,,token_log_pricing
old112::django__django-10097,old112,old112,django__django-10097,bug_fixing,claude-opus-4-6,claude-opus-4-6,0,1,1,74624,3355,13,0.456995,,token_log_pricing
old112::django__django-10097,old112,old112,django__django-10097,bug_fixing,claude-sonnet-4-6,claude-sonnet-4-6,0,1,1,163363,4591,22,0.558954,,token_log_pricing
old112::django__django-10097,old112,old112,django__django-10097,bug_fixing,gpt-5.4,gpt-5.4,0,1,1,19352,782,5,0.06011,,token_log_pricing
old112::django__django-10097,old112,old112,django__django-10097,bug_fixing,glm-5,glm-5,0,0,0,0,0,0,0.0,,token_log_pricing
old112::django__django-10097,old112,old112,django__django-10097,bug_fixing,kimi-k2.5,kimi-k2.5,0,0,0,0,0,0,0.0,,token_log_pricing
old112::django__django-10097,old112,old112,django__django-10097,bug_fixing,MiniMax-M2.7,MiniMax-M2.7,0,0,0,0,0,0,0.0,,token_log_pricing
old112::django__django-10097,old112,old112,django__django-10097,bug_fixing,Qwen3-Max,Qwen3-Max,0,1,1,449812,6328,45,0.16166872,,token_log_pricing
old112::django__django-10097,old112,old112,django__django-10097,bug_fixing,qwen3.5-plus,qwen3.5-plus,0,1,1,1440589,22787,59,0.17350421,,token_log_pricing
old112::django__django-10554,old112,old112,django__django-10554,bug_fixing,claude-opus-4-6,claude-opus-4-6,0,0,0,1392495,18001,59,7.4125,,token_log_pricing
old112::django__django-10554,old112,old112,django__django-10554,bug_fixing,claude-sonnet-4-6,claude-sonnet-4-6,0,0,0,1576460,21055,57,5.045205,,token_log_pricing
old112::django__django-10554,old112,old112,django__django-10554,bug_fixing,gpt-5.4,gpt-5.4,0,1,1,28976,803,3,0.084485,,token_log_pricing
old112::django__django-10554,old112,old112,django__django-10554,bug_fixing,glm-5,glm-5,0,0,0,0,0,0,0.0,,token_log_pricing
old112::django__django-10554,old112,old112,django__django-10554,bug_fixing,kimi-k2.5,kimi-k2.5,0,0,0,0,0,0,0.0,,token_log_pricing
old112::django__django-10554,old112,old112,django__django-10554,bug_fixing,MiniMax-M2.7,MiniMax-M2.7,0,0,0,0,0,0,0.0,,token_log_pricing
old112::django__django-10554,old112,old112,django__django-10554,bug_fixing,Qwen3-Max,Qwen3-Max,0,1,1,716461,12482,42,0.2608219,,token_log_pricing
old112::django__django-10554,old112,old112,django__django-10554,bug_fixing,qwen3.5-plus,qwen3.5-plus,0,0,0,0,0,0,0.0,,token_log_pricing
old112::django__django-10914,old112,old112,django__django-10914,bug_fixing,claude-opus-4-6,claude-opus-4-6,1,1,1,10794,482,6,0.06602,,token_log_pricing
old112::django__django-10914,old112,old112,django__django-10914,bug_fixing,claude-sonnet-4-6,claude-sonnet-4-6,1,1,1,19263,646,8,0.067479,,token_log_pricing
old112::django__django-10914,old112,old112,django__django-10914,bug_fixing,gpt-5.4,gpt-5.4,1,1,1,14412,534,5,0.04404,,token_log_pricing
old112::django__django-10914,old112,old112,django__django-10914,bug_fixing,glm-5,glm-5,0,0,0,0,0,0,0.0,,token_log_pricing
old112::django__django-10914,old112,old112,django__django-10914,bug_fixing,kimi-k2.5,kimi-k2.5,0,0,0,0,0,0,0.0,,token_log_pricing
old112::django__django-10914,old112,old112,django__django-10914,bug_fixing,MiniMax-M2.7,MiniMax-M2.7,0,0,0,0,0,0,0.0,,token_log_pricing
old112::django__django-10914,old112,old112,django__django-10914,bug_fixing,Qwen3-Max,Qwen3-Max,0,0,0,0,0,0,0.0,,token_log_pricing
old112::django__django-10914,old112,old112,django__django-10914,bug_fixing,qwen3.5-plus,qwen3.5-plus,0,0,0,0,0,0,0.0,,token_log_pricing
old112::django__django-10973,old112,old112,django__django-10973,bug_fixing,claude-opus-4-6,claude-opus-4-6,1,1,1,295872,5914,28,1.62721,,token_log_pricing
old112::django__django-10973,old112,old112,django__django-10973,bug_fixing,claude-sonnet-4-6,claude-sonnet-4-6,1,1,1,79718,3155,14,0.286479,,token_log_pricing
old112::django__django-10973,old112,old112,django__django-10973,bug_fixing,gpt-5.4,gpt-5.4,0,1,1,14015,773,4,0.0466325,,token_log_pricing
old112::django__django-10973,old112,old112,django__django-10973,bug_fixing,glm-5,glm-5,0,0,0,0,0,0,0.0,,token_log_pricing
old112::django__django-10973,old112,old112,django__django-10973,bug_fixing,kimi-k2.5,kimi-k2.5,0,1,1,134504,3975,21,0.01287254,,token_log_pricing
old112::django__django-10973,old112,old112,django__django-10973,bug_fixing,MiniMax-M2.7,MiniMax-M2.7,0,0,0,0,0,0,0.0,,token_log_pricing
old112::django__django-10973,old112,old112,django__django-10973,bug_fixing,Qwen3-Max,Qwen3-Max,0,0,0,0,0,0,0.0,,token_log_pricing
old112::django__django-10973,old112,old112,django__django-10973,bug_fixing,qwen3.5-plus,qwen3.5-plus,0,0,0,0,0,0,0.0,,token_log_pricing
old112::django__django-10999,old112,old112,django__django-10999,bug_fixing,claude-opus-4-6,claude-opus-4-6,0,1,1,14492,758,7,0.09141,,token_log_pricing
old112::django__django-10999,old112,old112,django__django-10999,bug_fixing,claude-sonnet-4-6,claude-sonnet-4-6,0,1,1,35366,1017,10,0.121353,,token_log_pricing
old112::django__django-10999,old112,old112,django__django-10999,bug_fixing,gpt-5.4,gpt-5.4,0,1,1,18543,747,6,0.0575625,,token_log_pricing
old112::django__django-10999,old112,old112,django__django-10999,bug_fixing,glm-5,glm-5,0,0,0,0,0,0,0.0,,token_log_pricing
old112::django__django-10999,old112,old112,django__django-10999,bug_fixing,kimi-k2.5,kimi-k2.5,0,0,0,0,0,0,0.0,,token_log_pricing
old112::django__django-10999,old112,old112,django__django-10999,bug_fixing,MiniMax-M2.7,MiniMax-M2.7,0,0,0,0,0,0,0.0,,token_log_pricing
old112::django__django-10999,old112,old112,django__django-10999,bug_fixing,Qwen3-Max,Qwen3-Max,0,0,0,0,0,0,0.0,,token_log_pricing
old112::django__django-10999,old112,old112,django__django-10999,bug_fixing,qwen3.5-plus,qwen3.5-plus,0,0,0,0,0,0,0.0,,token_log_pricing
old112::django__django-11087,old112,old112,django__django-11087,bug_fixing,claude-opus-4-6,claude-opus-4-6,0,1,1,305661,3861,23,1.62483,,token_log_pricing
old112::django__django-11087,old112,old112,django__django-11087,bug_fixing,claude-sonnet-4-6,claude-sonnet-4-6,0,1,1,299761,5433,22,0.980778,,token_log_pricing
old112::django__django-11087,old112,old112,django__django-11087,bug_fixing,gpt-5.4,gpt-5.4,0,1,1,373341,3223,12,0.9816975,,token_log_pricing
old112::django__django-11087,old112,old112,django__django-11087,bug_fixing,glm-5,glm-5,0,0,0,0,0,0,0.0,,token_log_pricing
old112::django__django-11087,old112,old112,django__django-11087,bug_fixing,kimi-k2.5,kimi-k2.5,0,0,0,0,0,0,0.0,,token_log_pricing
old112::django__django-11087,old112,old112,django__django-11087,bug_fixing,MiniMax-M2.7,MiniMax-M2.7,0,0,0,0,0,0,0.0,,token_log_pricing
old112::django__django-11087,old112,old112,django__django-11087,bug_fixing,Qwen3-Max,Qwen3-Max,0,0,0,0,0,0,0.0,,token_log_pricing
old112::django__django-11087,old112,old112,django__django-11087,bug_fixing,qwen3.5-plus,qwen3.5-plus,0,0,0,0,0,0,0.0,,token_log_pricing
old112::django__django-11095,old112,old112,django__django-11095,bug_fixing,claude-opus-4-6,claude-opus-4-6,1,1,1,64443,1350,15,0.355965,,token_log_pricing
old112::django__django-11095,old112,old112,django__django-11095,bug_fixing,claude-sonnet-4-6,claude-sonnet-4-6,1,1,1,54657,1289,15,0.183306,,token_log_pricing
old112::django__django-11095,old112,old112,django__django-11095,bug_fixing,gpt-5.4,gpt-5.4,1,1,1,28122,766,5,0.081795,,token_log_pricing
old112::django__django-11095,old112,old112,django__django-11095,bug_fixing,glm-5,glm-5,0,0,0,0,0,0,0.0,,token_log_pricing
old112::django__django-11095,old112,old112,django__django-11095,bug_fixing,kimi-k2.5,kimi-k2.5,0,0,0,0,0,0,0.0,,token_log_pricing
old112::django__django-11095,old112,old112,django__django-11095,bug_fixing,MiniMax-M2.7,MiniMax-M2.7,0,0,0,0,0,0,0.0,,token_log_pricing
old112::django__django-11095,old112,old112,django__django-11095,bug_fixing,Qwen3-Max,Qwen3-Max,0,0,0,0,0,0,0.0,,token_log_pricing
old112::django__django-11095,old112,old112,django__django-11095,bug_fixing,qwen3.5-plus,qwen3.5-plus,0,0,0,0,0,0,0.0,,token_log_pricing
old112::django__django-11099,old112,old112,django__django-11099,bug_fixing,claude-opus-4-6,claude-opus-4-6,1,1,1,3970,253,3,0.026175,,token_log_pricing
old112::django__django-11099,old112,old112,django__django-11099,bug_fixing,claude-sonnet-4-6,claude-sonnet-4-6,1,1,1,9027,498,5,0.034551,,token_log_pricing
old112::django__django-11099,old112,old112,django__django-11099,bug_fixing,gpt-5.4,gpt-5.4,1,1,1,4373,378,3,0.0166025,,token_log_pricing
old112::django__django-11099,old112,old112,django__django-11099,bug_fixing,glm-5,glm-5,1,1,1,18935,1391,9,0.019321,,token_log_pricing
old112::django__django-11099,old112,old112,django__django-11099,bug_fixing,kimi-k2.5,kimi-k2.5,0,0,0,0,0,0,0.0,,token_log_pricing
old112::django__django-11099,old112,old112,django__django-11099,bug_fixing,MiniMax-M2.7,MiniMax-M2.7,0,0,0,0,0,0,0.0,,token_log_pricing
old112::django__django-11099,old112,old112,django__django-11099,bug_fixing,Qwen3-Max,Qwen3-Max,0,0,0,0,0,0,0.0,,token_log_pricing
old112::django__django-11099,old112,old112,django__django-11099,bug_fixing,qwen3.5-plus,qwen3.5-plus,0,0,0,0,0,0,0.0,,token_log_pricing
old112::django__django-11119,old112,old112,django__django-11119,bug_fixing,claude-opus-4-6,claude-opus-4-6,1,1,1,10148,347,6,0.059415,,token_log_pricing
old112::django__django-11119,old112,old112,django__django-11119,bug_fixing,claude-sonnet-4-6,claude-sonnet-4-6,1,1,1,10625,362,6,0.037305,,token_log_pricing
old112::django__django-11119,old112,old112,django__django-11119,bug_fixing,gpt-5.4,gpt-5.4,1,1,1,6884,438,3,0.02378,,token_log_pricing
old112::django__django-11119,old112,old112,django__django-11119,bug_fixing,glm-5,glm-5,0,0,0,0,0,0,0.0,,token_log_pricing
old112::django__django-11119,old112,old112,django__django-11119,bug_fixing,kimi-k2.5,kimi-k2.5,0,0,0,0,0,0,0.0,,token_log_pricing
old112::django__django-11119,old112,old112,django__django-11119,bug_fixing,MiniMax-M2.7,MiniMax-M2.7,1,1,1,60675,2408,13,0.067899,,token_log_pricing
old112::django__django-11119,old112,old112,django__django-11119,bug_fixing,Qwen3-Max,Qwen3-Max,0,0,0,0,0,0,0.0,,token_log_pricing
old112::django__django-11119,old112,old112,django__django-11119,bug_fixing,qwen3.5-plus,qwen3.5-plus,0,0,0,0,0,0,0.0,,token_log_pricing
old112::django__django-11133,old112,old112,django__django-11133,bug_fixing,claude-opus-4-6,claude-opus-4-6,1,1,1,15711,700,6,0.096055,,token_log_pricing
old112::django__django-11133,old112,old112,django__django-11133,bug_fixing,claude-sonnet-4-6,claude-sonnet-4-6,1,1,1,42400,1180,11,0.1449,,token_log_pricing
old112::django__django-11133,old112,old112,django__django-11133,bug_fixing,gpt-5.4,gpt-5.4,1,1,1,11006,1003,3,0.04256,,token_log_pricing
old112::django__django-11133,old112,old112,django__django-11133,bug_fixing,glm-5,glm-5,0,0,0,0,0,0,0.0,,token_log_pricing
old112::django__django-11133,old112,old112,django__django-11133,bug_fixing,kimi-k2.5,kimi-k2.5,0,0,0,0,0,0,0.0,,token_log_pricing
old112::django__django-11133,old112,old112,django__django-11133,bug_fixing,MiniMax-M2.7,MiniMax-M2.7,0,0,0,0,0,0,0.0,,token_log_pricing
old112::django__django-11133,old112,old112,django__django-11133,bug_fixing,Qwen3-Max,Qwen3-Max,0,0,1,626425,7896,49,0.22388098,,token_log_pricing
old112::django__django-11133,old112,old112,django__django-11133,bug_fixing,qwen3.5-plus,qwen3.5-plus,0,0,0,0,0,0,0.0,,token_log_pricing
old112::django__django-11138,old112,old112,django__django-11138,bug_fixing,claude-opus-4-6,claude-opus-4-6,0,0,0,1328246,8846,60,6.86238,,token_log_pricing
old112::django__django-11138,old112,old112,django__django-11138,bug_fixing,claude-sonnet-4-6,claude-sonnet-4-6,0,0,0,1512452,17167,60,4.794861,,token_log_pricing
old112::django__django-11138,old112,old112,django__django-11138,bug_fixing,gpt-5.4,gpt-5.4,0,1,1,46397,1476,5,0.1381325,,token_log_pricing
old112::django__django-11138,old112,old112,django__django-11138,bug_fixing,glm-5,glm-5,0,0,0,0,0,0,0.0,,token_log_pricing
old112::django__django-11138,old112,old112,django__django-11138,bug_fixing,kimi-k2.5,kimi-k2.5,0,0,0,1646011,13245,57,0.05487061,,token_log_pricing
old112::django__django-11138,old112,old112,django__django-11138,bug_fixing,MiniMax-M2.7,MiniMax-M2.7,0,0,0,0,0,0,0.0,,token_log_pricing
old112::django__django-11138,old112,old112,django__django-11138,bug_fixing,Qwen3-Max,Qwen3-Max,0,0,0,0,0,0,0.0,,token_log_pricing
old112::django__django-11138,old112,old112,django__django-11138,bug_fixing,qwen3.5-plus,qwen3.5-plus,0,0,0,0,0,0,0.0,,token_log_pricing
old112::django__django-11206,old112,old112,django__django-11206,bug_fixing,claude-opus-4-6,claude-opus-4-6,1,1,1,89535,4757,13,0.5666,,token_log_pricing
old112::django__django-11206,old112,old112,django__django-11206,bug_fixing,claude-sonnet-4-6,claude-sonnet-4-6,1,1,1,246702,14380,21,0.955806,,token_log_pricing
old112::django__django-11206,old112,old112,django__django-11206,bug_fixing,gpt-5.4,gpt-5.4,1,1,1,6031,931,3,0.0290425,,token_log_pricing
old112::django__django-11206,old112,old112,django__django-11206,bug_fixing,glm-5,glm-5,1,1,1,205412,24468,23,0.2377336,,token_log_pricing
old112::django__django-11206,old112,old112,django__django-11206,bug_fixing,kimi-k2.5,kimi-k2.5,0,1,1,500711,19477,33,0.06149041,,token_log_pricing
old112::django__django-11206,old112,old112,django__django-11206,bug_fixing,MiniMax-M2.7,MiniMax-M2.7,0,0,0,0,0,0,0.0,,token_log_pricing
old112::django__django-11206,old112,old112,django__django-11206,bug_fixing,Qwen3-Max,Qwen3-Max,0,0,0,0,0,0,0.0,,token_log_pricing
old112::django__django-11206,old112,old112,django__django-11206,bug_fixing,qwen3.5-plus,qwen3.5-plus,1,1,1,1490925,45126,48,0.19378491,,token_log_pricing
old112::django__django-11239,old112,old112,django__django-11239,bug_fixing,claude-opus-4-6,claude-opus-4-6,1,1,1,84769,2573,15,0.48817,,token_log_pricing
old112::django__django-11239,old112,old112,django__django-11239,bug_fixing,claude-sonnet-4-6,claude-sonnet-4-6,1,1,1,45059,1691,11,0.160542,,token_log_pricing
old112::django__django-11239,old112,old112,django__django-11239,bug_fixing,gpt-5.4,gpt-5.4,0,1,1,12471,1388,5,0.0519975,,token_log_pricing
old112::django__django-11239,old112,old112,django__django-11239,bug_fixing,glm-5,glm-5,0,0,0,0,0,0,0.0,,token_log_pricing
old112::django__django-11239,old112,old112,django__django-11239,bug_fixing,kimi-k2.5,kimi-k2.5,0,0,0,0,0,0,0.0,,token_log_pricing
old112::django__django-11239,old112,old112,django__django-11239,bug_fixing,MiniMax-M2.7,MiniMax-M2.7,1,1,1,141978,3778,20,0.153312,,token_log_pricing
old112::django__django-11239,old112,old112,django__django-11239,bug_fixing,Qwen3-Max,Qwen3-Max,0,0,0,0,0,0,0.0,,token_log_pricing
old112::django__django-11239,old112,old112,django__django-11239,bug_fixing,qwen3.5-plus,qwen3.5-plus,0,0,0,0,0,0,0.0,,token_log_pricing
old112::django__django-11276,old112,old112,django__django-11276,bug_fixing,claude-opus-4-6,claude-opus-4-6,1,1,1,49279,888,8,0.268595,,token_log_pricing
old112::django__django-11276,old112,old112,django__django-11276,bug_fixing,claude-sonnet-4-6,claude-sonnet-4-6,1,1,1,33279,529,6,0.107772,,token_log_pricing
old112::django__django-11276,old112,old112,django__django-11276,bug_fixing,gpt-5.4,gpt-5.4,1,1,1,31354,1290,8,0.097735,,token_log_pricing
old112::django__django-11276,old112,old112,django__django-11276,bug_fixing,glm-5,glm-5,0,0,0,0,0,0,0.0,,token_log_pricing
old112::django__django-11276,old112,old112,django__django-11276,bug_fixing,kimi-k2.5,kimi-k2.5,0,0,0,0,0,0,0.0,,token_log_pricing
old112::django__django-11276,old112,old112,django__django-11276,bug_fixing,MiniMax-M2.7,MiniMax-M2.7,1,1,1,230115,8366,21,0.255213,,token_log_pricing
old112::django__django-11276,old112,old112,django__django-11276,bug_fixing,Qwen3-Max,Qwen3-Max,0,0,0,0,0,0,0.0,,token_log_pricing
old112::django__django-11276,old112,old112,django__django-11276,bug_fixing,qwen3.5-plus,qwen3.5-plus,0,0,0,0,0,0,0.0,,token_log_pricing
old112::django__django-11292,old112,old112,django__django-11292,bug_fixing,claude-opus-4-6,claude-opus-4-6,1,1,1,510529,4032,33,2.653445,,token_log_pricing
old112::django__django-11292,old112,old112,django__django-11292,bug_fixing,claude-sonnet-4-6,claude-sonnet-4-6,1,1,1,420713,3749,33,1.318374,,token_log_pricing
old112::django__django-11292,old112,old112,django__django-11292,bug_fixing,gpt-5.4,gpt-5.4,1,1,1,42963,1223,6,0.1257525,,token_log_pricing
old112::django__django-11292,old112,old112,django__django-11292,bug_fixing,glm-5,glm-5,0,0,0,0,0,0,0.0,,token_log_pricing
old112::django__django-11292,old112,old112,django__django-11292,bug_fixing,kimi-k2.5,kimi-k2.5,0,0,0,0,0,0,0.0,,token_log_pricing
old112::django__django-11292,old112,old112,django__django-11292,bug_fixing,MiniMax-M2.7,MiniMax-M2.7,1,1,1,282698,4825,27,0.297173,,token_log_pricing
old112::django__django-11292,old112,old112,django__django-11292,bug_fixing,Qwen3-Max,Qwen3-Max,0,0,0,0,0,0,0.0,,token_log_pricing
old112::django__django-11292,old112,old112,django__django-11292,bug_fixing,qwen3.5-plus,qwen3.5-plus,0,0,0,0,0,0,0.0,,token_log_pricing
old112::django__django-11333,old112,old112,django__django-11333,bug_fixing,claude-opus-4-6,claude-opus-4-6,1,1,1,64510,1689,14,0.364775,,token_log_pricing
old112::django__django-11333,old112,old112,django__django-11333,bug_fixing,claude-sonnet-4-6,claude-sonnet-4-6,0,1,1,35054,1648,11,0.129882,,token_log_pricing
old112::django__django-11333,old112,old112,django__django-11333,bug_fixing,gpt-5.4,gpt-5.4,0,1,1,13557,704,3,0.0444525,,token_log_pricing
old112::django__django-11333,old112,old112,django__django-11333,bug_fixing,glm-5,glm-5,0,0,0,0,0,0,0.0,,token_log_pricing
old112::django__django-11333,old112,old112,django__django-11333,bug_fixing,kimi-k2.5,kimi-k2.5,0,0,0,0,0,0,0.0,,token_log_pricing
old112::django__django-11333,old112,old112,django__django-11333,bug_fixing,MiniMax-M2.7,MiniMax-M2.7,1,1,1,183553,4644,26,0.197485,,token_log_pricing
old112::django__django-11333,old112,old112,django__django-11333,bug_fixing,Qwen3-Max,Qwen3-Max,0,0,0,0,0,0,0.0,,token_log_pricing
old112::django__django-11333,old112,old112,django__django-11333,bug_fixing,qwen3.5-plus,qwen3.5-plus,0,0,0,0,0,0,0.0,,token_log_pricing
old112::django__django-11477,old112,old112,django__django-11477,bug_fixing,claude-opus-4-6,claude-opus-4-6,0,1,1,189695,2231,24,1.00425,,token_log_pricing
old112::django__django-11477,old112,old112,django__django-11477,bug_fixing,claude-sonnet-4-6,claude-sonnet-4-6,0,1,1,310289,3615,28,0.985092,,token_log_pricing
old112::django__django-11477,old112,old112,django__django-11477,bug_fixing,gpt-5.4,gpt-5.4,0,1,1,133940,1630,12,0.3593,,token_log_pricing
old112::django__django-11477,old112,old112,django__django-11477,bug_fixing,glm-5,glm-5,0,0,0,0,0,0,0.0,,token_log_pricing
old112::django__django-11477,old112,old112,django__django-11477,bug_fixing,kimi-k2.5,kimi-k2.5,0,0,0,0,0,0,0.0,,token_log_pricing
old112::django__django-11477,old112,old112,django__django-11477,bug_fixing,MiniMax-M2.7,MiniMax-M2.7,0,1,1,224357,4879,28,0.238994,,token_log_pricing
old112::django__django-11477,old112,old112,django__django-11477,bug_fixing,Qwen3-Max,Qwen3-Max,0,0,0,0,0,0,0.0,,token_log_pricing
