task_id,split,dimension,model,score,cost_usd,total_tokens,latency_ms
dim6_ds1000_473,train,data_science,gpt-5.4,0.0,0.0,863,4416
dim6_ds1000_473,train,data_science,glm-5,0.0,0.0,2685,49984
dim6_ds1000_473,train,data_science,kimi-k2.5,1.0,0.0,668,1198
dim6_ds1000_473,train,data_science,MiniMax-M2.7,1.0,0.0,1036,6571
dim6_ds1000_473,train,data_science,Qwen3-Max,0.0,0.0,1139,16874
dim6_ds1000_473,train,data_science,qwen3.5-plus,0.0,0.0,1457,8794
dim6_ds1000_477,train,data_science,claude-opus-4-6,1.0,0.0,389,2062
dim6_ds1000_477,train,data_science,claude-sonnet-4-6,0.0,0.0,393,1843
dim6_ds1000_477,train,data_science,gpt-5.4,0.0,0.0,444,3141
dim6_ds1000_477,train,data_science,glm-5,0.0,0.0,1613,31609
dim6_ds1000_477,train,data_science,kimi-k2.5,1.0,0.0,353,833
dim6_ds1000_477,train,data_science,MiniMax-M2.7,0.0,0.0,494,5009
dim6_ds1000_477,train,data_science,Qwen3-Max,0.0,0.0,465,3482
dim6_ds1000_477,train,data_science,qwen3.5-plus,0.0,0.0,614,4174
dim6_ds1000_475,train,data_science,claude-opus-4-6,0.0,0.0,612,2759
dim6_ds1000_475,train,data_science,claude-sonnet-4-6,0.0,0.0,701,3542
dim6_ds1000_475,train,data_science,gpt-5.4,0.0,0.0,623,4616
dim6_ds1000_475,train,data_science,glm-5,0.0,0.0,1000,0
dim6_ds1000_475,train,data_science,kimi-k2.5,0.0,0.0,613,4326
dim6_ds1000_475,train,data_science,MiniMax-M2.7,0.0,0.0,4886,61519
dim6_ds1000_475,train,data_science,Qwen3-Max,0.0,0.0,649,6145
dim6_ds1000_475,train,data_science,qwen3.5-plus,0.0,0.0,1372,14225
dim6_ds1000_478,train,data_science,claude-opus-4-6,0.0,0.0,163,2417
dim6_ds1000_478,train,data_science,claude-sonnet-4-6,0.0,0.0,159,1713
dim6_ds1000_478,train,data_science,gpt-5.4,0.0,0.0,193,2370
dim6_ds1000_478,train,data_science,glm-5,0.0,0.0,2796,70503
dim6_ds1000_478,train,data_science,kimi-k2.5,1.0,0.0,138,914
dim6_ds1000_478,train,data_science,MiniMax-M2.7,0.0,0.0,697,10822
dim6_ds1000_478,train,data_science,Qwen3-Max,0.0,0.0,197,2786
dim6_ds1000_478,train,data_science,qwen3.5-plus,1.0,0.0,3396,54306
dim6_ds1000_482,train,data_science,claude-opus-4-6,0.0,0.0,287,2832
dim6_ds1000_482,train,data_science,claude-sonnet-4-6,0.0,0.0,287,2031
dim6_ds1000_482,train,data_science,gpt-5.4,0.0,0.0,324,2550
dim6_ds1000_482,train,data_science,glm-5,0.0,0.0,2196,58061
dim6_ds1000_482,train,data_science,kimi-k2.5,0.0,0.0,329,3220
dim6_ds1000_482,train,data_science,MiniMax-M2.7,0.0,0.0,847,11143
dim6_ds1000_482,train,data_science,Qwen3-Max,0.0,0.0,383,5630
dim6_ds1000_482,train,data_science,qwen3.5-plus,0.0,0.0,695,8744
dim6_ds1000_483,train,data_science,claude-opus-4-6,0.0,0.0,297,2020
dim6_ds1000_483,train,data_science,claude-sonnet-4-6,0.0,0.0,297,1935
dim6_ds1000_483,train,data_science,gpt-5.4,0.0,0.0,327,3631
dim6_ds1000_483,train,data_science,glm-5,0.0,0.0,1771,42318
dim6_ds1000_483,train,data_science,kimi-k2.5,0.0,0.0,313,2372
dim6_ds1000_483,train,data_science,MiniMax-M2.7,0.0,0.0,883,9831
dim6_ds1000_483,train,data_science,Qwen3-Max,0.0,0.0,408,4763
dim6_ds1000_483,train,data_science,qwen3.5-plus,0.0,0.0,3282,47557
dim6_ds1000_484,train,data_science,claude-opus-4-6,1.0,0.0,435,2712
dim6_ds1000_484,train,data_science,claude-sonnet-4-6,1.0,0.0,444,2286
dim6_ds1000_484,train,data_science,gpt-5.4,1.0,0.0,409,2223
dim6_ds1000_484,train,data_science,glm-5,1.0,0.0,2610,53732
dim6_ds1000_484,train,data_science,kimi-k2.5,1.0,0.0,392,1022
dim6_ds1000_484,train,data_science,MiniMax-M2.7,1.0,0.0,993,9537
dim6_ds1000_484,train,data_science,Qwen3-Max,1.0,0.0,408,1434
dim6_ds1000_484,train,data_science,qwen3.5-plus,0.0,0.0,958,9837
dim6_ds1000_485,train,data_science,claude-opus-4-6,0.0,0.0,284,2333
dim6_ds1000_485,train,data_science,claude-sonnet-4-6,0.0,0.0,280,2022
dim6_ds1000_485,train,data_science,gpt-5.4,0.0,0.0,328,3257
dim6_ds1000_485,train,data_science,glm-5,0.0,0.0,3034,78063
dim6_ds1000_485,train,data_science,kimi-k2.5,1.0,0.0,230,858
dim6_ds1000_485,train,data_science,MiniMax-M2.7,1.0,0.0,2686,37361
dim6_ds1000_485,train,data_science,Qwen3-Max,1.0,0.0,257,1523
dim6_ds1000_485,train,data_science,qwen3.5-plus,0.0,0.0,668,7960
dim6_ds1000_486,train,data_science,claude-opus-4-6,0.0,0.0,195,2321
dim6_ds1000_486,train,data_science,claude-sonnet-4-6,0.0,0.0,231,2338
dim6_ds1000_486,train,data_science,gpt-5.4,0.0,0.0,214,1909
dim6_ds1000_486,train,data_science,glm-5,0.0,0.0,1512,36158
dim6_ds1000_486,train,data_science,kimi-k2.5,0.0,0.0,225,3024
dim6_ds1000_486,train,data_science,MiniMax-M2.7,0.0,0.0,780,9860
dim6_ds1000_486,train,data_science,Qwen3-Max,0.0,0.0,212,3189
dim6_ds1000_486,train,data_science,qwen3.5-plus,0.0,0.0,506,6834
dim6_ds1000_479,train,data_science,claude-opus-4-6,0.0,0.0,476,2729
dim6_ds1000_479,train,data_science,claude-sonnet-4-6,0.0,0.0,537,3087
dim6_ds1000_479,train,data_science,gpt-5.4,0.0,0.0,477,2857
dim6_ds1000_479,train,data_science,glm-5,0.0,0.0,2171,53312
dim6_ds1000_479,train,data_science,kimi-k2.5,0.0,0.0,526,7646
dim6_ds1000_479,train,data_science,MiniMax-M2.7,0.0,0.0,1253,13300
dim6_ds1000_479,train,data_science,Qwen3-Max,0.0,0.0,600,9384
dim6_ds1000_479,train,data_science,qwen3.5-plus,0.0,0.0,996,10559
dim6_ds1000_491,train,data_science,claude-opus-4-6,0.0,0.0,464,2987
dim6_ds1000_491,train,data_science,claude-sonnet-4-6,0.0,0.0,533,2705
dim6_ds1000_491,train,data_science,gpt-5.4,0.0,0.0,491,3445
dim6_ds1000_491,train,data_science,glm-5,0.0,0.0,1042,18115
dim6_ds1000_491,train,data_science,kimi-k2.5,0.0,0.0,403,1417
dim6_ds1000_491,train,data_science,MiniMax-M2.7,1.0,0.0,775,7303
dim6_ds1000_491,train,data_science,Qwen3-Max,0.0,0.0,505,5401
dim6_ds1000_491,train,data_science,qwen3.5-plus,0.0,0.0,853,8041
dim6_ds1000_490,val,data_science,claude-opus-4-6,0.0,0.0,537,3208
dim6_ds1000_490,val,data_science,claude-sonnet-4-6,0.0,0.0,598,3322
dim6_ds1000_490,val,data_science,gpt-5.4,0.0,0.0,488,4947
dim6_ds1000_490,val,data_science,glm-5,0.0,0.0,3244,82815
dim6_ds1000_490,val,data_science,kimi-k2.5,0.0,0.0,495,4819
dim6_ds1000_490,val,data_science,MiniMax-M2.7,0.0,0.0,1122,12735
dim6_ds1000_490,val,data_science,Qwen3-Max,0.0,0.0,556,6807
dim6_ds1000_490,val,data_science,qwen3.5-plus,0.0,0.0,1048,10736
dim6_ds1000_488,train,data_science,claude-opus-4-6,0.0,0.0,237,2757
dim6_ds1000_488,train,data_science,claude-sonnet-4-6,0.0,0.0,394,4682
dim6_ds1000_488,train,data_science,gpt-5.4,0.0,0.0,393,5361
dim6_ds1000_488,train,data_science,glm-5,0.0,0.0,1452,28988
dim6_ds1000_488,train,data_science,kimi-k2.5,0.0,0.0,366,9823
dim6_ds1000_488,train,data_science,MiniMax-M2.7,0.0,0.0,2314,34253
dim6_ds1000_488,train,data_science,Qwen3-Max,0.0,0.0,312,5141
dim6_ds1000_488,train,data_science,qwen3.5-plus,0.0,0.0,907,13104
dim6_ds1000_493,train,data_science,claude-opus-4-6,0.0,0.0,295,2180
dim6_ds1000_493,train,data_science,claude-sonnet-4-6,1.0,0.0,291,1747
dim6_ds1000_493,train,data_science,gpt-5.4,0.0,0.0,315,2332
dim6_ds1000_493,train,data_science,glm-5,0.0,0.0,2036,53001
dim6_ds1000_493,train,data_science,kimi-k2.5,1.0,0.0,262,1413
dim6_ds1000_493,train,data_science,MiniMax-M2.7,1.0,0.0,812,9759
dim6_ds1000_493,train,data_science,Qwen3-Max,0.0,0.0,312,5519
dim6_ds1000_493,train,data_science,qwen3.5-plus,0.0,0.0,540,5155
dim6_ds1000_494,train,data_science,claude-opus-4-6,0.0,0.0,162,2230
dim6_ds1000_494,train,data_science,claude-sonnet-4-6,1.0,0.0,158,1911
dim6_ds1000_494,train,data_science,gpt-5.4,0.0,0.0,192,2213
dim6_ds1000_494,train,data_science,glm-5,0.0,0.0,1315,25898
dim6_ds1000_494,train,data_science,kimi-k2.5,1.0,0.0,140,1142
dim6_ds1000_494,train,data_science,MiniMax-M2.7,1.0,0.0,395,4540
dim6_ds1000_494,train,data_science,Qwen3-Max,0.0,0.0,182,3218
dim6_ds1000_494,train,data_science,qwen3.5-plus,0.0,0.0,359,4317
dim6_ds1000_492,val,data_science,claude-opus-4-6,0.0,0.0,532,2264
dim6_ds1000_492,val,data_science,claude-sonnet-4-6,0.0,0.0,624,2743
dim6_ds1000_492,val,data_science,gpt-5.4,0.0,0.0,580,6958
dim6_ds1000_492,val,data_science,glm-5,0.0,0.0,1260,22555
dim6_ds1000_492,val,data_science,kimi-k2.5,0.0,0.0,527,6612
dim6_ds1000_492,val,data_science,MiniMax-M2.7,0.0,0.0,2806,40362
dim6_ds1000_492,val,data_science,Qwen3-Max,0.0,0.0,638,8695
dim6_ds1000_492,val,data_science,qwen3.5-plus,0.0,0.0,1164,13106
dim6_ds1000_501,train,data_science,claude-opus-4-6,0.0,0.0,588,2315
dim6_ds1000_501,train,data_science,claude-sonnet-4-6,1.0,0.0,594,2463
dim6_ds1000_501,train,data_science,gpt-5.4,0.0,0.0,646,4923
dim6_ds1000_501,train,data_science,glm-5,0.0,0.0,3324,70122
dim6_ds1000_501,train,data_science,kimi-k2.5,1.0,0.0,521,1470
dim6_ds1000_501,train,data_science,MiniMax-M2.7,0.0,0.0,1504,16578
dim6_ds1000_501,train,data_science,Qwen3-Max,1.0,0.0,553,1734
dim6_ds1000_501,train,data_science,qwen3.5-plus,0.0,0.0,1355,12485
dim6_ds1000_497,train,data_science,claude-opus-4-6,0.0,0.0,257,2505
dim6_ds1000_497,train,data_science,claude-sonnet-4-6,0.0,0.0,289,2390
dim6_ds1000_497,train,data_science,gpt-5.4,0.0,0.0,436,5466
dim6_ds1000_497,train,data_science,glm-5,0.0,0.0,2257,60496
dim6_ds1000_497,train,data_science,kimi-k2.5,0.0,0.0,275,4504
dim6_ds1000_497,train,data_science,MiniMax-M2.7,0.0,0.0,694,7948
dim6_ds1000_497,train,data_science,Qwen3-Max,0.0,0.0,376,7822
dim6_ds1000_497,train,data_science,qwen3.5-plus,0.0,0.0,4278,69950
dim6_ds1000_502,val,data_science,claude-opus-4-6,0.0,0.0,602,2417
dim6_ds1000_502,val,data_science,claude-sonnet-4-6,1.0,0.0,608,2475
dim6_ds1000_502,val,data_science,gpt-5.4,1.0,0.0,551,2324
dim6_ds1000_502,val,data_science,glm-5,0.0,0.0,3530,89162
dim6_ds1000_502,val,data_science,kimi-k2.5,1.0,0.0,537,1390
dim6_ds1000_502,val,data_science,MiniMax-M2.7,0.0,0.0,1666,19623
dim6_ds1000_502,val,data_science,Qwen3-Max,1.0,0.0,569,1675
dim6_ds1000_502,val,data_science,qwen3.5-plus,1.0,0.0,4372,66436
dim6_ds1000_499,train,data_science,claude-opus-4-6,0.0,0.0,375,3459
dim6_ds1000_499,train,data_science,claude-sonnet-4-6,0.0,0.0,415,3579
dim6_ds1000_499,train,data_science,gpt-5.4,0.0,0.0,414,3149
dim6_ds1000_499,train,data_science,glm-5,0.0,0.0,2080,50731
dim6_ds1000_499,train,data_science,kimi-k2.5,0.0,0.0,359,4753
dim6_ds1000_499,train,data_science,MiniMax-M2.7,0.0,0.0,1919,25465
dim6_ds1000_499,train,data_science,Qwen3-Max,0.0,0.0,385,7906
dim6_ds1000_499,train,data_science,qwen3.5-plus,0.0,0.0,999,12872
dim6_ds1000_504,val,data_science,claude-opus-4-6,0.0,0.0,656,2507
dim6_ds1000_504,val,data_science,claude-sonnet-4-6,0.0,0.0,867,4460
dim6_ds1000_504,val,data_science,gpt-5.4,0.0,0.0,763,5796
dim6_ds1000_504,val,data_science,glm-5,0.0,0.0,2979,53396
dim6_ds1000_504,val,data_science,kimi-k2.5,1.0,0.0,588,1262
dim6_ds1000_504,val,data_science,MiniMax-M2.7,1.0,0.0,1685,16470
dim6_ds1000_504,val,data_science,Qwen3-Max,0.0,0.0,833,9214
dim6_ds1000_504,val,data_science,qwen3.5-plus,0.0,0.0,1586,14736
dim6_ds1000_507,val,data_science,claude-opus-4-6,0.0,0.0,435,2832
dim6_ds1000_507,val,data_science,claude-sonnet-4-6,0.0,0.0,478,3217
dim6_ds1000_507,val,data_science,gpt-5.4,0.0,0.0,439,3484
dim6_ds1000_507,val,data_science,glm-5,0.0,0.0,3355,63994
dim6_ds1000_507,val,data_science,kimi-k2.5,0.0,0.0,364,2670
dim6_ds1000_507,val,data_science,MiniMax-M2.7,0.0,0.0,1017,10825
dim6_ds1000_507,val,data_science,Qwen3-Max,0.0,0.0,466,7320
dim6_ds1000_507,val,data_science,qwen3.5-plus,0.0,0.0,934,9980
dim6_ds1000_510,train,data_science,claude-opus-4-6,0.0,0.0,480,3048
dim6_ds1000_510,train,data_science,claude-sonnet-4-6,0.0,0.0,510,3803
dim6_ds1000_510,train,data_science,gpt-5.4,0.0,0.0,462,4340
dim6_ds1000_510,train,data_science,glm-5,0.0,0.0,3704,83065
dim6_ds1000_510,train,data_science,kimi-k2.5,0.0,0.0,374,1990
dim6_ds1000_510,train,data_science,MiniMax-M2.7,0.0,0.0,1757,22475
dim6_ds1000_510,train,data_science,Qwen3-Max,0.0,0.0,489,6595
dim6_ds1000_510,train,data_science,qwen3.5-plus,0.0,0.0,1209,14146
dim6_ds1000_509,train,data_science,claude-opus-4-6,0.0,0.0,510,3223
dim6_ds1000_509,train,data_science,claude-sonnet-4-6,0.0,0.0,701,4816
dim6_ds1000_509,train,data_science,gpt-5.4,0.0,0.0,500,3034
dim6_ds1000_509,train,data_science,glm-5,0.0,0.0,679,7816
dim6_ds1000_509,train,data_science,kimi-k2.5,0.0,0.0,437,4241
dim6_ds1000_509,train,data_science,MiniMax-M2.7,0.0,0.0,5626,79126
dim6_ds1000_509,train,data_science,Qwen3-Max,0.0,0.0,526,6122
dim6_ds1000_509,train,data_science,qwen3.5-plus,0.0,0.0,2471,34568
dim6_ds1000_505,train,data_science,claude-opus-4-6,0.0,0.0,622,2861
dim6_ds1000_505,train,data_science,claude-sonnet-4-6,0.0,0.0,811,3642
dim6_ds1000_505,train,data_science,gpt-5.4,0.0,0.0,727,4880
dim6_ds1000_505,train,data_science,glm-5,0.0,0.0,3284,79755
dim6_ds1000_505,train,data_science,kimi-k2.5,0.0,0.0,761,7666
dim6_ds1000_505,train,data_science,MiniMax-M2.7,0.0,0.0,2848,37292
dim6_ds1000_505,train,data_science,Qwen3-Max,0.0,0.0,835,11953
dim6_ds1000_505,train,data_science,qwen3.5-plus,0.0,0.0,1511,15424
dim6_ds1000_511,train,data_science,claude-opus-4-6,0.0,0.0,124,2223
dim6_ds1000_511,train,data_science,claude-sonnet-4-6,0.0,0.0,119,1817
dim6_ds1000_511,train,data_science,gpt-5.4,0.0,0.0,143,2729
dim6_ds1000_511,train,data_science,glm-5,0.0,0.0,229,5001
dim6_ds1000_511,train,data_science,kimi-k2.5,0.0,0.0,105,1110
dim6_ds1000_511,train,data_science,MiniMax-M2.7,0.0,0.0,1003,15852
dim6_ds1000_511,train,data_science,Qwen3-Max,0.0,0.0,116,1832
dim6_ds1000_511,train,data_science,qwen3.5-plus,0.0,0.0,2678,46473
dim6_ds1000_513,train,data_science,claude-opus-4-6,0.0,0.0,105,1925
dim6_ds1000_513,train,data_science,claude-sonnet-4-6,0.0,0.0,110,1744
dim6_ds1000_513,train,data_science,gpt-5.4,0.0,0.0,107,1431
dim6_ds1000_513,train,data_science,glm-5,0.0,0.0,1156,31388
dim6_ds1000_513,train,data_science,kimi-k2.5,0.0,0.0,96,969
dim6_ds1000_513,train,data_science,MiniMax-M2.7,0.0,0.0,852,12313
dim6_ds1000_513,train,data_science,Qwen3-Max,0.0,0.0,103,923
dim6_ds1000_513,train,data_science,qwen3.5-plus,0.0,0.0,1745,28978
dim6_ds1000_512,train,data_science,claude-opus-4-6,0.0,0.0,124,2091
dim6_ds1000_512,train,data_science,claude-sonnet-4-6,0.0,0.0,226,2828
dim6_ds1000_512,train,data_science,gpt-5.4,0.0,0.0,150,3117
dim6_ds1000_512,train,data_science,glm-5,0.0,0.0,490,11565
dim6_ds1000_512,train,data_science,kimi-k2.5,0.0,0.0,114,1639
dim6_ds1000_512,train,data_science,MiniMax-M2.7,0.0,0.0,804,11161
dim6_ds1000_512,train,data_science,Qwen3-Max,0.0,0.0,130,2056
dim6_ds1000_512,train,data_science,qwen3.5-plus,0.0,0.0,2626,44231
dim6_ds1000_515,train,data_science,claude-opus-4-6,0.0,0.0,182,2890
dim6_ds1000_515,train,data_science,claude-sonnet-4-6,0.0,0.0,217,2846
dim6_ds1000_515,train,data_science,gpt-5.4,0.0,0.0,142,2158
dim6_ds1000_515,train,data_science,glm-5,0.0,0.0,395,8994
dim6_ds1000_515,train,data_science,kimi-k2.5,0.0,0.0,133,2229
dim6_ds1000_515,train,data_science,MiniMax-M2.7,0.0,0.0,1967,27321
dim6_ds1000_515,train,data_science,Qwen3-Max,0.0,0.0,200,4970
dim6_ds1000_515,train,data_science,qwen3.5-plus,0.0,0.0,2523,43990
dim6_ds1000_518,train,data_science,claude-opus-4-6,0.0,0.0,119,2473
dim6_ds1000_518,train,data_science,claude-sonnet-4-6,0.0,0.0,124,2130
dim6_ds1000_518,train,data_science,gpt-5.4,0.0,0.0,112,1711
dim6_ds1000_518,train,data_science,glm-5,0.0,0.0,228,5234
dim6_ds1000_518,train,data_science,kimi-k2.5,0.0,0.0,106,1337
dim6_ds1000_518,train,data_science,MiniMax-M2.7,0.0,0.0,467,6565
dim6_ds1000_518,train,data_science,Qwen3-Max,0.0,0.0,127,2455
dim6_ds1000_518,train,data_science,qwen3.5-plus,0.0,0.0,2988,51241
dim6_ds1000_521,train,data_science,claude-opus-4-6,0.0,0.0,105,2378
dim6_ds1000_521,train,data_science,claude-sonnet-4-6,0.0,0.0,158,2667
dim6_ds1000_521,train,data_science,gpt-5.4,0.0,0.0,132,2720
dim6_ds1000_521,train,data_science,glm-5,0.0,0.0,262,5404
dim6_ds1000_521,train,data_science,kimi-k2.5,0.0,0.0,91,1214
dim6_ds1000_521,train,data_science,MiniMax-M2.7,0.0,0.0,278,3876
dim6_ds1000_521,train,data_science,Qwen3-Max,0.0,0.0,179,5618
dim6_ds1000_521,train,data_science,qwen3.5-plus,0.0,0.0,2809,48798
dim6_ds1000_522,train,data_science,claude-opus-4-6,0.0,0.0,100,3065
dim6_ds1000_522,train,data_science,claude-sonnet-4-6,0.0,0.0,95,1826
dim6_ds1000_522,train,data_science,gpt-5.4,0.0,0.0,164,2665
dim6_ds1000_522,train,data_science,glm-5,0.0,0.0,183,2975
dim6_ds1000_522,train,data_science,kimi-k2.5,0.0,0.0,90,1258
dim6_ds1000_522,train,data_science,MiniMax-M2.7,0.0,0.0,360,4677
dim6_ds1000_522,train,data_science,Qwen3-Max,0.0,0.0,189,5648
dim6_ds1000_522,train,data_science,qwen3.5-plus,0.0,0.0,2666,45745
dim6_ds1000_523,train,data_science,claude-opus-4-6,0.0,0.0,238,2294
dim6_ds1000_523,train,data_science,claude-sonnet-4-6,0.0,0.0,239,2058
dim6_ds1000_523,train,data_science,gpt-5.4,0.0,0.0,264,2447
dim6_ds1000_523,train,data_science,glm-5,0.0,0.0,497,19211
dim6_ds1000_523,train,data_science,kimi-k2.5,0.0,0.0,209,1948
dim6_ds1000_523,train,data_science,MiniMax-M2.7,0.0,0.0,879,11817
dim6_ds1000_523,train,data_science,Qwen3-Max,0.0,0.0,349,8317
dim6_ds1000_523,train,data_science,qwen3.5-plus,0.0,0.0,3734,68221
dim6_ds1000_524,train,data_science,claude-opus-4-6,0.0,0.0,112,1986
dim6_ds1000_524,train,data_science,claude-sonnet-4-6,0.0,0.0,112,1897
dim6_ds1000_524,train,data_science,gpt-5.4,0.0,0.0,149,2390
dim6_ds1000_524,train,data_science,glm-5,0.0,0.0,2027,52370
dim6_ds1000_524,train,data_science,kimi-k2.5,0.0,0.0,127,2042
dim6_ds1000_524,train,data_science,MiniMax-M2.7,0.0,0.0,832,12057
dim6_ds1000_524,train,data_science,Qwen3-Max,0.0,0.0,128,2063
dim6_ds1000_524,train,data_science,qwen3.5-plus,0.0,0.0,3863,67512
dim6_ds1000_527,train,data_science,claude-opus-4-6,0.0,0.0,126,3187
dim6_ds1000_527,train,data_science,claude-sonnet-4-6,0.0,0.0,126,1704
dim6_ds1000_527,train,data_science,gpt-5.4,0.0,0.0,122,1708
dim6_ds1000_527,train,data_science,glm-5,0.0,0.0,270,6309
dim6_ds1000_527,train,data_science,kimi-k2.5,0.0,0.0,114,1029
dim6_ds1000_527,train,data_science,MiniMax-M2.7,0.0,0.0,536,7139
dim6_ds1000_527,train,data_science,Qwen3-Max,0.0,0.0,119,1147
dim6_ds1000_527,train,data_science,qwen3.5-plus,0.0,0.0,3438,58565
dim6_ds1000_528,val,data_science,claude-opus-4-6,0.0,0.0,138,2342
dim6_ds1000_528,val,data_science,claude-sonnet-4-6,0.0,0.0,147,2466
dim6_ds1000_528,val,data_science,gpt-5.4,0.0,0.0,132,2083
dim6_ds1000_528,val,data_science,glm-5,0.0,0.0,361,7486
dim6_ds1000_528,val,data_science,kimi-k2.5,0.0,0.0,120,1519
dim6_ds1000_528,val,data_science,MiniMax-M2.7,0.0,0.0,1237,19092
dim6_ds1000_528,val,data_science,Qwen3-Max,0.0,0.0,132,2097
dim6_ds1000_528,val,data_science,qwen3.5-plus,0.0,0.0,3608,60164
dim6_ds1000_530,train,data_science,claude-opus-4-6,0.0,0.0,131,2207
dim6_ds1000_530,train,data_science,claude-sonnet-4-6,0.0,0.0,141,2042
dim6_ds1000_530,train,data_science,gpt-5.4,0.0,0.0,123,1984
dim6_ds1000_530,train,data_science,glm-5,0.0,0.0,2226,72339
dim6_ds1000_530,train,data_science,kimi-k2.5,0.0,0.0,121,1305
dim6_ds1000_530,train,data_science,MiniMax-M2.7,0.0,0.0,1131,17241
dim6_ds1000_530,train,data_science,Qwen3-Max,0.0,0.0,133,1311
dim6_ds1000_530,train,data_science,qwen3.5-plus,0.0,0.0,2989,50909
dim6_ds1000_529,train,data_science,claude-opus-4-6,0.0,0.0,243,3230
dim6_ds1000_529,train,data_science,claude-sonnet-4-6,0.0,0.0,252,3543
dim6_ds1000_529,train,data_science,gpt-5.4,0.0,0.0,149,1749
dim6_ds1000_529,train,data_science,glm-5,0.0,0.0,928,23977
dim6_ds1000_529,train,data_science,kimi-k2.5,0.0,0.0,155,2130
dim6_ds1000_529,train,data_science,MiniMax-M2.7,0.0,0.0,1004,12763
dim6_ds1000_529,train,data_science,Qwen3-Max,0.0,0.0,147,1414
dim6_ds1000_529,train,data_science,qwen3.5-plus,0.0,0.0,5107,91542
dim6_ds1000_531,train,data_science,claude-opus-4-6,0.0,0.0,154,3067
dim6_ds1000_531,train,data_science,claude-sonnet-4-6,0.0,0.0,130,1731
dim6_ds1000_531,train,data_science,gpt-5.4,0.0,0.0,142,1698
dim6_ds1000_531,train,data_science,glm-5,0.0,0.0,605,15306
dim6_ds1000_531,train,data_science,kimi-k2.5,0.0,0.0,127,1523
dim6_ds1000_531,train,data_science,MiniMax-M2.7,0.0,0.0,686,8987
dim6_ds1000_531,train,data_science,Qwen3-Max,0.0,0.0,140,2190
dim6_ds1000_531,train,data_science,qwen3.5-plus,0.0,0.0,4747,83765
dim6_ds1000_535,train,data_science,claude-opus-4-6,0.0,0.0,125,2174
dim6_ds1000_535,train,data_science,claude-sonnet-4-6,0.0,0.0,125,1616
dim6_ds1000_535,train,data_science,gpt-5.4,0.0,0.0,121,1534
dim6_ds1000_535,train,data_science,glm-5,0.0,0.0,297,5803
dim6_ds1000_535,train,data_science,kimi-k2.5,0.0,0.0,109,790
dim6_ds1000_535,train,data_science,MiniMax-M2.7,0.0,0.0,363,6888
dim6_ds1000_535,train,data_science,Qwen3-Max,0.0,0.0,122,704
dim6_ds1000_535,train,data_science,qwen3.5-plus,0.0,0.0,5642,70859
dim6_ds1000_534,train,data_science,claude-opus-4-6,0.0,0.0,147,2862
dim6_ds1000_534,train,data_science,claude-sonnet-4-6,0.0,0.0,147,2077
dim6_ds1000_534,train,data_science,gpt-5.4,0.0,0.0,146,2891
dim6_ds1000_534,train,data_science,glm-5,0.0,0.0,2883,87380
dim6_ds1000_534,train,data_science,kimi-k2.5,0.0,0.0,123,1418
dim6_ds1000_534,train,data_science,MiniMax-M2.7,0.0,0.0,1093,15361
dim6_ds1000_534,train,data_science,Qwen3-Max,0.0,0.0,134,1401
dim6_ds1000_534,train,data_science,qwen3.5-plus,0.0,0.0,3241,57142
dim6_ds1000_538,train,data_science,claude-opus-4-6,0.0,0.0,163,2813
dim6_ds1000_538,train,data_science,claude-sonnet-4-6,0.0,0.0,168,2327
dim6_ds1000_538,train,data_science,gpt-5.4,0.0,0.0,129,2285
dim6_ds1000_538,train,data_science,glm-5,0.0,0.0,439,8919
dim6_ds1000_538,train,data_science,kimi-k2.5,0.0,0.0,134,1904
dim6_ds1000_538,train,data_science,MiniMax-M2.7,0.0,0.0,879,12368
dim6_ds1000_538,train,data_science,Qwen3-Max,0.0,0.0,127,1399
dim6_ds1000_538,train,data_science,qwen3.5-plus,0.0,0.0,5616,70300
dim6_ds1000_540,val,data_science,claude-opus-4-6,0.0,0.0,157,3459
dim6_ds1000_540,val,data_science,claude-sonnet-4-6,0.0,0.0,166,1952
dim6_ds1000_540,val,data_science,gpt-5.4,0.0,0.0,167,2194
dim6_ds1000_540,val,data_science,glm-5,0.0,0.0,1566,49563
dim6_ds1000_540,val,data_science,kimi-k2.5,0.0,0.0,134,1008
dim6_ds1000_540,val,data_science,MiniMax-M2.7,0.0,0.0,1640,26398
dim6_ds1000_540,val,data_science,Qwen3-Max,0.0,0.0,152,1634
dim6_ds1000_540,val,data_science,qwen3.5-plus,0.0,0.0,4963,62505
dim6_ds1000_545,train,data_science,claude-opus-4-6,0.0,0.0,121,2063
dim6_ds1000_545,train,data_science,claude-sonnet-4-6,0.0,0.0,121,2158
dim6_ds1000_545,train,data_science,gpt-5.4,0.0,0.0,117,2032
dim6_ds1000_545,train,data_science,glm-5,0.0,0.0,1382,39287
dim6_ds1000_545,train,data_science,kimi-k2.5,0.0,0.0,105,1307
dim6_ds1000_545,train,data_science,MiniMax-M2.7,0.0,0.0,259,3262
dim6_ds1000_545,train,data_science,Qwen3-Max,0.0,0.0,117,2565
dim6_ds1000_545,train,data_science,qwen3.5-plus,0.0,0.0,3203,41052
dim6_ds1000_548,val,data_science,claude-opus-4-6,0.0,0.0,135,2338
dim6_ds1000_548,val,data_science,claude-sonnet-4-6,0.0,0.0,127,1935
dim6_ds1000_548,val,data_science,gpt-5.4,0.0,0.0,168,2271
dim6_ds1000_548,val,data_science,glm-5,0.0,0.0,1141,26071
